Company Name,gstin,authStatus,stateCd,pan
Bharti Airtel Ltd,36AAACB2894G1ZO,Active,36,AAACB2894G
Bharti Airtel Ltd,07AAACB2894G2ZO,Active,7,AAACB2894G
Bharti Airtel Ltd,38AAACB2894G1ZK,Active,38,AAACB2894G
Bharti Airtel Ltd,03AAACB2894G2ZW,Active,3,AAACB2894G
Bharti Airtel Ltd,27AAACB2894G2ZM,Active,27,AAACB2894G
Bharti Airtel Ltd,09AAACB2894G2ZK,Active,9,AAACB2894G
Bharti Airtel Ltd,37AAACB2894G1ZM,Active,37,AAACB2894G
Bharti Airtel Ltd,08AAACB2894G1ZN,Active,8,AAACB2894G
Bharti Airtel Ltd,24AAACB2894G2ZS,Active,24,AAACB2894G
Bharti Airtel Ltd,23AAACB2894G4ZS,Active,23,AAACB2894G
Bharti Airtel Ltd,01AAACB2894G2Z0,Active,1,AAACB2894G
Bharti Airtel Ltd,01AAACB2894G1Z1,Active,1,AAACB2894G
Bharti Airtel Ltd,24AAACB2894G1ZT,Active,24,AAACB2894G
Bharti Airtel Ltd,06AAACB2894G3ZP,Active,6,AAACB2894G
Bharti Airtel Ltd,15AAACB2894G1ZS,Active,15,AAACB2894G
Bharti Airtel Ltd,27AAACB2894G1ZN,Active,27,AAACB2894G
Bharti Airtel Ltd,32AAACB2894G2ZV,Active,32,AAACB2894G
Bharti Airtel Ltd,22AAACB2894G1ZX,Active,22,AAACB2894G
Bharti Airtel Ltd,21AAACB2894G1ZZ,Active,21,AAACB2894G
Bharti Airtel Ltd,14AAACB2894G1ZU,Active,14,AAACB2894G
Bharti Airtel Ltd,12AAACB2894G1ZY,Active,12,AAACB2894G
Bharti Airtel Ltd,20AAACB2894G2Z0,Active,20,AAACB2894G
Bharti Airtel Ltd,05AAACB2894G1ZT,Active,5,AAACB2894G
Bharti Airtel Ltd,34AAACB2894G1ZS,Active,34,AAACB2894G
Bharti Airtel Ltd,06AAACB2894G1ZR,Active,6,AAACB2894G
Bharti Airtel Ltd,02AAACB2894G1ZZ,Active,2,AAACB2894G
Bharti Airtel Ltd,07AAACB2894G1ZP,Active,7,AAACB2894G
Bharti Airtel Ltd,35AAACB2894G1ZQ,Active,35,AAACB2894G
Bharti Airtel Ltd,03AAACB2894G1ZX,Active,3,AAACB2894G
Bharti Airtel Ltd,13AAACB2894G1ZW,Active,13,AAACB2894G
Bharti Airtel Ltd,36AAACB2894G2ZN,Active,36,AAACB2894G
Bharti Airtel Ltd,04AAACB2894G1ZV,Active,4,AAACB2894G
Bharti Airtel Ltd,31AAACB2894G1ZY,Active,31,AAACB2894G
Bharti Airtel Ltd,09AAACB2894G1ZL,Active,9,AAACB2894G
Bharti Airtel Ltd,19AAACB2894G1ZK,Active,19,AAACB2894G
Bharti Airtel Ltd,29AAACB2894G1ZJ,Active,29,AAACB2894G
Bharti Airtel Ltd,10AAACB2894G1Z2,Active,10,AAACB2894G
Bharti Airtel Ltd,32AAACB2894G1ZW,Active,32,AAACB2894G
Bharti Airtel Ltd,07AAACB2894G3ZN,Active,7,AAACB2894G
Bharat Electronics Ltd,11AAACB5985C1DB,Active,11,AAACB5985C
Bharat Electronics Ltd,04AAACB5985C1D6,Active,4,AAACB5985C
Bharat Electronics Ltd,18AAACB5985C1DX,Active,18,AAACB5985C
Bharat Electronics Ltd,05AAACB5985C1D4,Active,5,AAACB5985C
Bharat Electronics Ltd,23AAACB5985C1D6,Active,23,AAACB5985C
Bharat Electronics Ltd,32AAACB5985C1D7,Active,32,AAACB5985C
Bharat Electronics Ltd,15AAACB5985C1D3,Active,15,AAACB5985C
Bharat Electronics Ltd,02AAACB5985C1DA,Active,2,AAACB5985C
Bharat Electronics Ltd,35AAACB5985C1D1,Active,35,AAACB5985C
Bharat Electronics Ltd,14AAACB5985C1D5,Active,14,AAACB5985C
Bharat Electronics Ltd,36AAACB5985C1ZQ,Active,36,AAACB5985C
Bharat Electronics Ltd,08AAACB5985C1ZP,Active,8,AAACB5985C
Bharat Electronics Ltd,27AAACB5985C2DX,Active,27,AAACB5985C
Bharat Electronics Ltd,05AAACB5985C1ZV,Active,5,AAACB5985C
Bharat Electronics Ltd,20AAACB5985C1DC,Active,20,AAACB5985C
Bharat Electronics Ltd,01AAACB5985C1Z3,Active,1,AAACB5985C
Bharat Electronics Ltd,16AAACB5985C1ZS,Active,16,AAACB5985C
Bharat Electronics Ltd,06AAACB5985C1D2,Active,6,AAACB5985C
Bharat Electronics Ltd,13AAACB5985C1ZY,Active,13,AAACB5985C
Bharat Electronics Ltd,26AAACB5985C1D0,Active,26,AAACB5985C
Bharat Electronics Ltd,24AAACB5985C1ZV,Active,24,AAACB5985C
Bharat Electronics Ltd,30AAACB5985C1DB,Active,30,AAACB5985C
Bharat Electronics Ltd,35AAACB5985C1ZS,Active,35,AAACB5985C
Bharat Electronics Ltd,12AAACB5985C1Z0,Active,12,AAACB5985C
Bharat Electronics Ltd,08AAACB5985C1DY,Active,8,AAACB5985C
Bharat Electronics Ltd,27AAACB5985C1ZP,Active,27,AAACB5985C
Bharat Electronics Ltd,06AAACB5985C2ZS,Active,6,AAACB5985C
Bharat Electronics Ltd,15AAACB5985C1ZU,Active,15,AAACB5985C
Bharat Electronics Ltd,26AAACB5985C1ZR,Active,26,AAACB5985C
Bharat Electronics Ltd,29AAACB5985C1DU,Active,29,AAACB5985C
Bharat Electronics Ltd,21AAACB5985C1Z1,Active,21,AAACB5985C
Bharat Electronics Ltd,27AAACB5985C2ZO,Active,27,AAACB5985C
Bharat Electronics Ltd,01AAACB5985C1DC,Active,1,AAACB5985C
Bharat Electronics Ltd,20AAACB5985C1Z3,Active,20,AAACB5985C
Bharat Electronics Ltd,27AAACB5985C1DY,Active,27,AAACB5985C
Bharat Electronics Ltd,03AAACB5985C1D8,Active,3,AAACB5985C
Bharat Electronics Ltd,34AAACB5985C1D3,Active,34,AAACB5985C
Bharat Electronics Ltd,07AAACB5985C2ZQ,Active,7,AAACB5985C
Bharat Electronics Ltd,38AAACB5985C1ZM,Active,38,AAACB5985C
Bharat Electronics Ltd,02AAACB5985C1Z1,Active,2,AAACB5985C
Bharat Electronics Ltd,38AAACB5985C1DV,Active,38,AAACB5985C
Bharat Electronics Ltd,34AAACB5985C1ZU,Active,34,AAACB5985C
Bharat Electronics Ltd,04AAACB5985C1ZX,Active,4,AAACB5985C
Bharat Electronics Ltd,31AAACB5985C1Z0,Active,31,AAACB5985C
Bharat Electronics Ltd,31AAACB5985C1D9,Active,31,AAACB5985C
Bharat Electronics Ltd,10AAACB5985C1DD,Active,10,AAACB5985C
Bharat Electronics Ltd,21AAACB5985C1DA,Active,21,AAACB5985C
Bharat Electronics Ltd,30AAACB5985C1Z2,Active,30,AAACB5985C
Bharat Electronics Ltd,13AAACB5985C1D7,Active,13,AAACB5985C
Bharat Electronics Ltd,03AAACB5985C1ZZ,Active,3,AAACB5985C
Bharat Electronics Ltd,17AAACB5985C1DZ,Active,17,AAACB5985C
Bharat Electronics Ltd,37AAACB5985C1ZO,Active,37,AAACB5985C
Bharat Electronics Ltd,29AAACB5985C1ZL,Active,29,AAACB5985C
Bharat Electronics Ltd,14AAACB5985C1ZW,Active,14,AAACB5985C
Bharat Electronics Ltd,17AAACB5985C1ZQ,Active,17,AAACB5985C
Bharat Electronics Ltd,19AAACB5985C1ZM,Active,19,AAACB5985C
Bharat Electronics Ltd,10AAACB5985C1Z4,Active,10,AAACB5985C
Bharat Electronics Ltd,33AAACB5985C1ZW,Active,33,AAACB5985C
Bharat Electronics Ltd,24AAACB5985C1D4,Active,24,AAACB5985C
Bharat Electronics Ltd,16AAACB5985C1D1,Active,16,AAACB5985C
Bharat Electronics Ltd,23AAACB5985C2ZW,Active,23,AAACB5985C
Bharat Electronics Ltd,11AAACB5985C1Z2,Active,11,AAACB5985C
Bharat Electronics Ltd,09AAACB5985C1ZN,Active,9,AAACB5985C
Bharat Electronics Ltd,32AAACB5985C1ZY,Active,32,AAACB5985C
Bharat Electronics Ltd,18AAACB5985C1ZO,Active,18,AAACB5985C
Bharat Electronics Ltd,12AAACB5985C1D9,Active,12,AAACB5985C
Bharat Electronics Ltd,29AAACB5985C2ZK,Active,29,AAACB5985C
Cipla Ltd,37AAACC1450B1ZD,Active,37,AAACC1450B
Cipla Ltd,34AAACC1450B1ZJ,Active,34,AAACC1450B
Cipla Ltd,05AAACC1450B1ZK,Active,5,AAACC1450B
Cipla Ltd,11AAACC1450B2ZQ,Active,11,AAACC1450B
Cipla Ltd,29AAACC1450B1ZA,Active,29,AAACC1450B
Cipla Ltd,30AAACC1450B1ZR,Active,30,AAACC1450B
Cipla Ltd,09AAACC1450B1ZC,Active,9,AAACC1450B
Cipla Ltd,16AAACC1450B1ZH,Active,16,AAACC1450B
Cipla Ltd,04AAACC1450B1ZM,Active,4,AAACC1450B
Cipla Ltd,26AAACC1450B1ZG,Active,26,AAACC1450B
Cipla Ltd,36AAACC1450B1ZF,Active,36,AAACC1450B
Cipla Ltd,06AAACC1450B1ZI,Active,6,AAACC1450B
Cipla Ltd,24AAACC1450B1ZK,Active,24,AAACC1450B
Cipla Ltd,21AAACC1450B1ZQ,Active,21,AAACC1450B
Cipla Ltd,08AAACC1450B1ZE,Active,8,AAACC1450B
Cipla Ltd,07AAACC1450B1ZG,Active,7,AAACC1450B
Cipla Ltd,27AAACC1450B1ZE,Active,27,AAACC1450B
Cipla Ltd,03AAACC1450B2ZN,Active,3,AAACC1450B
Cipla Ltd,11AAACC1450B1ZR,Active,11,AAACC1450B
Cipla Ltd,32AAACC1450B1ZN,Active,32,AAACC1450B
Cipla Ltd,10AAACC1450B1ZT,Active,10,AAACC1450B
Cipla Ltd,20AAACC1450B1ZS,Active,20,AAACC1450B
Cipla Ltd,27AAACC1450B2ZD,Active,27,AAACC1450B
Cipla Ltd,23AAACC1450B1ZM,Active,23,AAACC1450B
Cipla Ltd,18AAACC1450B1ZD,Active,18,AAACC1450B
Cipla Ltd,01AAACC1450B1ZS,Active,1,AAACC1450B
Cipla Ltd,23AAACC1450B2ZL,Active,23,AAACC1450B
Cipla Ltd,33AAACC1450B2ZK,Active,33,AAACC1450B
Cipla Ltd,02AAACC1450B1ZQ,Active,2,AAACC1450B
Cipla Ltd,19AAACC1450B1ZB,Active,19,AAACC1450B
Dr Reddys Laboratories Ltd,32AAACD7999Q1ZT,Active,32,AAACD7999Q
Dr Reddys Laboratories Ltd,21AAACD7999Q1ZW,Active,21,AAACD7999Q
Dr Reddys Laboratories Ltd,29AAACD7999Q1ZG,Active,29,AAACD7999Q
Dr Reddys Laboratories Ltd,30AAACD7999Q3ZV,Active,30,AAACD7999Q
Dr Reddys Laboratories Ltd,37AAACD7999Q1ZJ,Active,37,AAACD7999Q
Dr Reddys Laboratories Ltd,09AAACD7999Q1ZI,Active,9,AAACD7999Q
Dr Reddys Laboratories Ltd,19AAACD7999Q1ZH,Active,19,AAACD7999Q
Dr Reddys Laboratories Ltd,27AAACD7999Q1ZK,Active,27,AAACD7999Q
Dr Reddys Laboratories Ltd,23AAACD7999Q1ZS,Active,23,AAACD7999Q
Dr Reddys Laboratories Ltd,05AAACD7999Q1ZQ,Active,5,AAACD7999Q
Dr Reddys Laboratories Ltd,36AAACD7999Q1ZL,Active,36,AAACD7999Q
Dr Reddys Laboratories Ltd,37AAACD7999Q2ZI,Active,37,AAACD7999Q
Dr Reddys Laboratories Ltd,03AAACD7999Q1ZU,Active,3,AAACD7999Q
Dr Reddys Laboratories Ltd,02AAACD7999Q1ZW,Active,2,AAACD7999Q
Dr Reddys Laboratories Ltd,33AAACD7999Q1ZR,Active,33,AAACD7999Q
Dr Reddys Laboratories Ltd,06AAACD7999Q1ZO,Active,6,AAACD7999Q
Dr Reddys Laboratories Ltd,22AAACD7999Q1ZU,Active,22,AAACD7999Q
Dr Reddys Laboratories Ltd,24AAACD7999Q1ZQ,Active,24,AAACD7999Q
Dr Reddys Laboratories Ltd,36AAACD7999Q2ZK,Active,36,AAACD7999Q
Dr Reddys Laboratories Ltd,10AAACD7999Q1ZZ,Active,10,AAACD7999Q
Dr Reddys Laboratories Ltd,26AAACD7999Q1ZM,Active,26,AAACD7999Q
Dr Reddys Laboratories Ltd,08AAACD7999Q1ZK,Active,8,AAACD7999Q
Dr Reddys Laboratories Ltd,18AAACD7999Q1ZJ,Active,18,AAACD7999Q
Dr Reddys Laboratories Ltd,07AAACD7999Q1ZM,Active,7,AAACD7999Q
Dr Reddys Laboratories Ltd,34AAACD7999Q2ZO,Active,34,AAACD7999Q
Eicher Motors Ltd,01AAACE3882D1Z6,Active,1,AAACE3882D
Eicher Motors Ltd,24AAACE3882D1C9,Active,24,AAACE3882D
Eicher Motors Ltd,38AAACE3882D1C0,Active,38,AAACE3882D
Eicher Motors Ltd,30AAACE3882D1Z5,Active,30,AAACE3882D
Eicher Motors Ltd,19AAACE3882D1C0,Active,19,AAACE3882D
Eicher Motors Ltd,36AAACE3882D1ZT,Active,36,AAACE3882D
Eicher Motors Ltd,27AAACE3882D1C3,Active,27,AAACE3882D
Eicher Motors Ltd,11AAACE3882D1CG,Active,11,AAACE3882D
Eicher Motors Ltd,05AAACE3882D1ZY,Active,5,AAACE3882D
Eicher Motors Ltd,06AAACE3882D1ZW,Active,6,AAACE3882D
Eicher Motors Ltd,03AAACE3882D1Z2,Active,3,AAACE3882D
Eicher Motors Ltd,08AAACE3882D1ZS,Active,8,AAACE3882D
Eicher Motors Ltd,37AAACE3882D1ZR,Active,37,AAACE3882D
Eicher Motors Ltd,21AAACE3882D1Z4,Active,21,AAACE3882D
Eicher Motors Ltd,18AAACE3882D2ZQ,Active,18,AAACE3882D
Eicher Motors Ltd,07AAACE3882D1ZU,Active,7,AAACE3882D
Eicher Motors Ltd,33AAACE3882D1CA,Active,33,AAACE3882D
Eicher Motors Ltd,04AAACE3882D1CB,Active,4,AAACE3882D
Eicher Motors Ltd,29AAACE3882D1CZ,Active,29,AAACE3882D
Eicher Motors Ltd,02AAACE3882D1CF,Active,2,AAACE3882D
Eicher Motors Ltd,30AAACE3882D1CG,Active,30,AAACE3882D
Eicher Motors Ltd,29AAACE3882D1ZO,Active,29,AAACE3882D
Eicher Motors Ltd,10AAACE3882D1Z7,Active,10,AAACE3882D
Eicher Motors Ltd,33AAACE3882D1ZZ,Active,33,AAACE3882D
Eicher Motors Ltd,27AAACE3882D1ZS,Active,27,AAACE3882D
Eicher Motors Ltd,08AAACE3882D1C3,Active,8,AAACE3882D
Eicher Motors Ltd,22AAACE3882D1Z2,Active,22,AAACE3882D
Eicher Motors Ltd,05AAACE3882D1C9,Active,5,AAACE3882D
Eicher Motors Ltd,32AAACE3882D1Z1,Active,32,AAACE3882D
Eicher Motors Ltd,20AAACE3882D1Z6,Active,20,AAACE3882D
Eicher Motors Ltd,19AAACE3882D1ZP,Active,19,AAACE3882D
Eicher Motors Ltd,33AAACE3882D2ZY,Active,33,AAACE3882D
Eicher Motors Ltd,06AAACE3882D2ZV,Active,6,AAACE3882D
Eicher Motors Ltd,09AAACE3882D1ZQ,Active,9,AAACE3882D
Eicher Motors Ltd,24AAACE3882D1ZY,Active,24,AAACE3882D
Eicher Motors Ltd,23AAACE3882D2ZZ,Active,23,AAACE3882D
Eicher Motors Ltd,32AAACE3882D1CC,Active,32,AAACE3882D
Grasim Industries Ltd,36AAACG4464B6ZU,Active,36,AAACG4464B
Grasim Industries Ltd,08AAACG4464B5ZU,Active,8,AAACG4464B
Grasim Industries Ltd,27AAACG4464B9ZQ,Active,27,AAACG4464B
Grasim Industries Ltd,20AAACG4464B5Z8,Active,20,AAACG4464B
Grasim Industries Ltd,27AAACG4464B1C9,Active,27,AAACG4464B
Grasim Industries Ltd,04AAACG4464B2Z5,Active,4,AAACG4464B
Grasim Industries Ltd,27AAACG4464B6ZT,Active,27,AAACG4464B
Grasim Industries Ltd,27AAACG4464BCZN,Active,27,AAACG4464B
Grasim Industries Ltd,06AAACG4464B4ZZ,Active,6,AAACG4464B
Grasim Industries Ltd,24AAACG4464B3Z2,Active,24,AAACG4464B
Grasim Industries Ltd,27AAACG4464B1ZY,Active,27,AAACG4464B
Grasim Industries Ltd,37AAACG4464B4ZU,Active,37,AAACG4464B
Grasim Industries Ltd,07AAACG4464B3ZY,Active,7,AAACG4464B
Grasim Industries Ltd,19AAACG4464B4ZS,Active,19,AAACG4464B
Grasim Industries Ltd,37AAACG4464B5ZT,Active,37,AAACG4464B
Grasim Industries Ltd,08AAACG4464B8ZR,Active,8,AAACG4464B
Grasim Industries Ltd,01AAACG4464B1ZC,Active,1,AAACG4464B
Grasim Industries Ltd,01AAACG4464B2ZB,Active,1,AAACG4464B
Grasim Industries Ltd,27AAACG4464B8ZR,Active,27,AAACG4464B
Grasim Industries Ltd,06AAACG4464B1CD,Active,6,AAACG4464B
Grasim Industries Ltd,23AAACG4464B1Z6,Active,23,AAACG4464B
Grasim Industries Ltd,22AAACG4464B3Z6,Active,22,AAACG4464B
Grasim Industries Ltd,32AAACG4464B1Z7,Active,32,AAACG4464B
Grasim Industries Ltd,33AAACG4464B4Z2,Active,33,AAACG4464B
Grasim Industries Ltd,03AAACG4464B7Z2,Active,3,AAACG4464B
Grasim Industries Ltd,07AAACG4464B4ZX,Active,7,AAACG4464B
Grasim Industries Ltd,24AAACG4464B2Z3,Active,24,AAACG4464B
Grasim Industries Ltd,23AAACG4464B7Z0,Active,23,AAACG4464B
Grasim Industries Ltd,23AAACG4464B9ZY,Active,23,AAACG4464B
Grasim Industries Ltd,24AAACG4464BAZV,Active,24,AAACG4464B
Grasim Industries Ltd,29AAACG4464BAZL,Active,29,AAACG4464B
Grasim Industries Ltd,20AAACG4464B6Z7,Active,20,AAACG4464B
Grasim Industries Ltd,16AAACG4464B2Z0,Active,16,AAACG4464B
Grasim Industries Ltd,29AAACG4464B1ZU,Active,29,AAACG4464B
Grasim Industries Ltd,20AAACG4464B2ZB,Active,20,AAACG4464B
Grasim Industries Ltd,33AAACG4464B9ZX,Active,33,AAACG4464B
Grasim Industries Ltd,10AAACG4464B2ZC,Active,10,AAACG4464B
Grasim Industries Ltd,36AAACG4464B7ZT,Active,36,AAACG4464B
Grasim Industries Ltd,24AAACG4464BDZS,Active,24,AAACG4464B
Grasim Industries Ltd,09AAACG4464BBZM,Active,9,AAACG4464B
Grasim Industries Ltd,08AAACG4464B1C9,Active,8,AAACG4464B
Grasim Industries Ltd,27AAACG4464BBZO,Active,27,AAACG4464B
Grasim Industries Ltd,36AAACG4464B5ZV,Active,36,AAACG4464B
Grasim Industries Ltd,08AAACG4464B6ZT,Active,8,AAACG4464B
Grasim Industries Ltd,24AAACG4464B9ZW,Active,24,AAACG4464B
Grasim Industries Ltd,29AAACG4464B1D3,Active,29,AAACG4464B
Grasim Industries Ltd,33AAACG4464B1Z5,Active,33,AAACG4464B
Grasim Industries Ltd,21AAACG4464B3Z8,Active,21,AAACG4464B
Grasim Industries Ltd,18AAACG4464B1ZX,Active,18,AAACG4464B
Grasim Industries Ltd,34AAACG4464B2Z2,Active,34,AAACG4464B
Grasim Industries Ltd,08AAACG4464B2ZX,Active,8,AAACG4464B
Grasim Industries Ltd,10AAACG4464B3ZB,Active,10,AAACG4464B
Grasim Industries Ltd,05AAACG4464B5Z0,Active,5,AAACG4464B
Grasim Industries Ltd,32AAACG4464B2Z6,Active,32,AAACG4464B
Grasim Industries Ltd,19AAACG4464B1C6,Active,19,AAACG4464B
Grasim Industries Ltd,27AAACG4464BDZM,Active,27,AAACG4464B
Grasim Industries Ltd,21AAACG4464B1ZA,Active,21,AAACG4464B
Grasim Industries Ltd,07AAACG4464B1CB,Active,7,AAACG4464B
Grasim Industries Ltd,27AAACG4464B2ZX,Active,27,AAACG4464B
Grasim Industries Ltd,03AAACG4464B5Z4,Active,3,AAACG4464B
Grasim Industries Ltd,29AAACG4464B4ZR,Active,29,AAACG4464B
Grasim Industries Ltd,29AAACG4464B5ZQ,Active,29,AAACG4464B
Grasim Industries Ltd,24AAACG4464BBZU,Active,24,AAACG4464B
Grasim Industries Ltd,02AAACG4464B2Z9,Active,2,AAACG4464B
